start,end,type,city,activity
Hindistan Gezisi,Türk Hava Yolları TK716,HAS_TRANSPORT,,
Hindistan Gezisi,Udaipur,HAS_CITY,,
Hindistan Gezisi,Udaipur,HAS_HIGHLIGHT,,
Hindistan Gezisi,Varanasi,HAS_CITY,,
Hindistan Gezisi,Varanasi,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,Aarti töreni,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,Delhi,HAS_CITY,,
Hindistan Gezisi - Berrin Zorlu,Delhi,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,"Delhi – Varanasi uçuşu (AI406, Air India)",HAS_TRANSPORT,,
Hindistan Gezisi - Berrin Zorlu,Ganj Nehri,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,Hindistan,HAS_COUNTRY,,
Hindistan Gezisi - Berrin Zorlu,Hindistan,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,Hindistan içi transferler ve uçuşlar,HAS_TRANSPORT,,
Hindistan Gezisi - Berrin Zorlu,Jaipur,HAS_CITY,,
Hindistan Gezisi - Berrin Zorlu,Jaipur,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,Udaipur,HAS_CITY,,
Hindistan Gezisi - Berrin Zorlu,Udaipur,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,Varanasi,HAS_CITY,,
Hindistan Gezisi - Berrin Zorlu,Varanasi,HAS_HIGHLIGHT,,
Hindistan Gezisi - Berrin Zorlu,"İstanbul – Delhi uçuşu (TK716, Türk Hava Yolları)",HAS_TRANSPORT,,
Ho Chi Minh,Belmond La Résidence d’Angkor,HAS_HOTEL,,
Ho Chi Minh,Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş,HAS_ACTIVITY,,
Ho Chi Minh,"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY,,
Ho Chi Minh,Hotel des Arts Saigon,HAS_HOTEL,,
Ho Chi Minh,"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı",HAS_ACTIVITY,,
Ho Chi Minh,"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze",HAS_ACTIVITY,,
Ho Chi Minh,Raffles Hotel Le Royal,HAS_HOTEL,,
Ho Chi Minh,"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri",HAS_ACTIVITY,,
Ho Chi Minh,Vespa ile gece turu ve Banh Xeo tadımı,HAS_ACTIVITY,,
Ho Chi Minh (Saygon),Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,HAS_ACTIVITY,,
Ho Chi Minh (Saygon),"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",HAS_ACTIVITY,,
Ho Chi Minh (Saygon),Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,HAS_RESTAURANT,,
Ho Chi Minh (Saygon),"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",HAS_ACTIVITY,,
Ho Chi Minh (Saygon),Hanoi’de pedallı taksi (rikşov) gezisi,HAS_ACTIVITY,,
Ho Chi Minh (Saygon),"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",HAS_ACTIVITY,,
Ho Chi Minh (Saygon),"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",HAS_ACTIVITY,,
Ho Chi Minh (Saygon),Mekong Deltası – nehir kenarında restoran,HAS_RESTAURANT,,
Ho Chi Minh (Saygon),"Otel (Ho Chi Minh, ismi belirtilmemiş)",HAS_HOTEL,,
Ho Chi Minh (Saygon),"Otel (Siem Reap, ismi belirtilmemiş)",HAS_HOTEL,,
Ho Chi Minh (Saygon),"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",HAS_ACTIVITY,,
Ho Chi Minh (Saygon),"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",HAS_ACTIVITY,,
Ho Chi Minh (Saygon),Sofitel Legend Metropole (Hanoi),HAS_HOTEL,,
Ho Chi Minh (Saygon),Violet Cruise (Ha Long Körfezi),HAS_HOTEL,,
Ho Chi Minh (Saygon),Yerel aile evi – çay ve taze meyve ikramı,HAS_RESTAURANT,,
Ho Chi Minh (Saygon),"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",HAS_RESTAURANT,,
Ho Chi Minh City,Banteay Srei ve Banteay Samre tapınakları ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,Ben Thanh Market ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,Cu Chi Tünelleri gezisi,HAS_ACTIVITY,,
Ho Chi Minh City,Halong Bay tekne turu,HAS_ACTIVITY,,
Ho Chi Minh City,Hanoi şehir turu,HAS_ACTIVITY,,
Ho Chi Minh City,Ho Chi Minh City şehir turu,HAS_ACTIVITY,,
Ho Chi Minh City,Hoi An yürüyüş turu,HAS_ACTIVITY,,
Ho Chi Minh City,Intercontinental Danang,HAS_HOTEL,,
Ho Chi Minh City,Ngoc Son Pagoda ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,Paradise Luxury Halong,HAS_HOTEL,,
Ho Chi Minh City,Park Hyatt Saigon,HAS_HOTEL,,
Ho Chi Minh City,Siem Reap Angkor Wat ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,Sofitel Legend Metropole Hanoi,HAS_HOTEL,,
Ho Chi Minh City,Ta Prohm Tapınağı ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,Temple of Literature ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,Tonle Sap Gölü yüzen köy ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,War Remnants Museum ziyareti,HAS_ACTIVITY,,
Ho Chi Minh City,Water Puppet gösterisi,HAS_ACTIVITY,,
Hobart,Alman Kasabası Hahndorf,HAS_ACTIVITY,,
Hobart,Anayasa Limanı - Hobart,HAS_ACTIVITY,,
Hobart,Anzac-Atatürk Anıtı,HAS_ACTIVITY,,
Hobart,Ateş Böceği Mağarası,HAS_ACTIVITY,,
Hobart,Barossa Valley Şarap Bağları,HAS_ACTIVITY,,
Hobart,Brisbane Şehir Turu,HAS_ACTIVITY,,
Hobart,Canberra Şehir Turu,HAS_ACTIVITY,,
Hobart,Darling Harbour,HAS_ACTIVITY,,
Hobart,Fitzroy Gardens & Captain Cook’un Evi,HAS_ACTIVITY,,
Hobart,Franklin Meydanı - Hobart,HAS_ACTIVITY,,
Hobart,Hyde Park Barracks - Sydney,HAS_ACTIVITY,,
Hobart,Melbourne Müzesi,HAS_ACTIVITY,,
Hobart,Mount Wellington,HAS_ACTIVITY,,
Hobart,Mrs Macquarie’s Chair,HAS_ACTIVITY,,
Hobart,Nehir Kenarı Restoran - Adelaide,HAS_RESTAURANT,,
Hobart,Parlamento ve Hazine Binası - Melbourne,HAS_ACTIVITY,,
Hobart,Royal Exhibition Binası - Melbourne,HAS_ACTIVITY,,
Hobart,Sanat Galerisi - Melbourne,HAS_ACTIVITY,,
Hobart,Sullivan’s Cove,HAS_ACTIVITY,,
Hobart,Surfers Paradise - Gold Coast,HAS_ACTIVITY,,
Hobart,Sydney Harbour Bridge,HAS_ACTIVITY,,
Hobart,Sydney Opera House,HAS_ACTIVITY,,
Hobart,"The Tasman, a Luxury Collection Hotel, Hobart",HAS_HOTEL,,
Hobart,Ulusal Müze - Sydney,HAS_ACTIVITY,,
Hobart,Yerel Lüks Restoran - Adelaide,HAS_RESTAURANT,,
Hoi An,Banteay Srei ve Banteay Samre tapınakları ziyareti,HAS_ACTIVITY,,
Hoi An,Ben Thanh Market ziyareti,HAS_ACTIVITY,,
Hoi An,Cu Chi Tünelleri gezisi,HAS_ACTIVITY,,
Hoi An,Halong Bay tekne turu,HAS_ACTIVITY,,
Hoi An,Hanoi şehir turu,HAS_ACTIVITY,,
Hoi An,Ho Chi Minh City şehir turu,HAS_ACTIVITY,,
Hoi An,Hoi An yürüyüş turu,HAS_ACTIVITY,,
Hoi An,Intercontinental Danang,HAS_HOTEL,,
Hoi An,Ngoc Son Pagoda ziyareti,HAS_ACTIVITY,,
Hoi An,Paradise Luxury Halong,HAS_HOTEL,,
Hoi An,Park Hyatt Saigon,HAS_HOTEL,,
Hoi An,Siem Reap Angkor Wat ziyareti,HAS_ACTIVITY,,
Hoi An,Sofitel Legend Metropole Hanoi,HAS_HOTEL,,
Hoi An,Ta Prohm Tapınağı ziyareti,HAS_ACTIVITY,,
Hoi An,Temple of Literature ziyareti,HAS_ACTIVITY,,
Hoi An,Tonle Sap Gölü yüzen köy ziyareti,HAS_ACTIVITY,,
Hoi An,War Remnants Museum ziyareti,HAS_ACTIVITY,,
Hoi An,Water Puppet gösterisi,HAS_ACTIVITY,,
Hondarribia,Biarritz Grande Plage,HAS_ACTIVITY,,
Hondarribia,Casino Municipal - Biarritz,HAS_ACTIVITY,,
Hondarribia,Chapelle Impériale - Biarritz,HAS_ACTIVITY,,
Hondarribia,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz,HAS_ACTIVITY,,
Hondarribia,Guggenheim Müzesi - Bilbao,HAS_ACTIVITY,,
Hondarribia,Hondarribia Eski Şehir ve Surlar,HAS_ACTIVITY,,
Hondarribia,Hotel Du Palais Biarritz,HAS_HOTEL,,
Hondarribia,Hotel Du Palais Biarritz - Le Sunset,HAS_RESTAURANT,,
Hondarribia,La Concha Plajı,HAS_ACTIVITY,,
Hondarribia,Miramar Sarayı - San Sebastián,HAS_ACTIVITY,,
Hondarribia,Monte Igueldo - San Sebastián,HAS_ACTIVITY,,
Hondarribia,Monte Urgull - San Sebastián,HAS_ACTIVITY,,
Hondarribia,Musée Asiatica - Biarritz,HAS_ACTIVITY,,
Hondarribia,Place Louis XIV - Saint-Jean-de-Luz,HAS_ACTIVITY,,
Hondarribia,Rue Gambetta - Saint-Jean-de-Luz,HAS_ACTIVITY,,
Hondarribia,San Sebastián Şehir Gezisi,HAS_ACTIVITY,,
Hondarribia,San Telmo Müzesi - San Sebastián,HAS_ACTIVITY,,
Hondarribia,Victoria Eugenia Tiyatrosu - San Sebastián,HAS_ACTIVITY,,
Hondarribia,Zurriola Plajı,HAS_ACTIVITY,,
Hong Kong,A-Ma Tapınağı,HAS_ACTIVITY,,
Hong Kong,Aziz Paulo Katedrali Harabesi - Macau,HAS_ACTIVITY,,
Hong Kong,Eat Me Restaurant,HAS_RESTAURANT,,
Hong Kong,Err Restaurant,HAS_RESTAURANT,,
Hong Kong,Grand Palace & Wat Phra Kaew - Bangkok,HAS_ACTIVITY,,
Hong Kong,Hong Kong Miras Müzesi,HAS_ACTIVITY,,
Hong Kong,Kowloon Turu,HAS_ACTIVITY,,
Hong Kong,Lam Tsuen Dilek Ağacı - Hong Kong,HAS_ACTIVITY,,
Hong Kong,Lantau Adası Turu,HAS_ACTIVITY,,
Hong Kong,Lebua at State Tower Hotel,HAS_HOTEL,,
Hong Kong,Macau Casinoları,HAS_ACTIVITY,,
Hong Kong,Macau Kulesi,HAS_ACTIVITY,,
Hong Kong,Macau Müzesi,HAS_ACTIVITY,,
Hong Kong,Macau Şarap Müzesi,HAS_ACTIVITY,,
Hong Kong,Monte Hisarı,HAS_ACTIVITY,,
Hong Kong,Pak Khlong Talat Çiçek Pazarı - Bangkok,HAS_ACTIVITY,,
Hong Kong,Royal Barge Ulusal Müzesi - Bangkok,HAS_ACTIVITY,,
Hong Kong,Sala Rattanakosin Restaurant,HAS_RESTAURANT,,
Hong Kong,Senado Meydanı,HAS_ACTIVITY,,
Hong Kong,Sun Yat Sen’in Müze Evi,HAS_ACTIVITY,,
Hong Kong,Tai Po Old Market - Hong Kong,HAS_ACTIVITY,,
Hong Kong,Wang Lang Market - Bangkok,HAS_ACTIVITY,,
Hong Kong,Wat Arun Tapınakları - Bangkok,HAS_ACTIVITY,,
Hong Kong,Wat Pho Tapınağı - Bangkok,HAS_ACTIVITY,,
Hong Kong,Wat Suthat Tapınağı - Bangkok,HAS_ACTIVITY,,
Hong Kong,Wong Tai Sin Tapınağı - Hong Kong,HAS_ACTIVITY,,
Hong Kong,Çiçek Kültürü Müzesi - Bangkok,HAS_ACTIVITY,,
ISTANBUL,AYASOFYA CAMII,HAS_ACTIVITY,,
ISTANBUL,BALLOON RIDE,HAS_ACTIVITY,,
ISTANBUL,BLUE MOSQUE,HAS_ACTIVITY,,
ISTANBUL,GOREME CAVE HOTEL,HAS_HOTEL,,
ISTANBUL,GOREME OPEN AIR MUSEUM,HAS_ACTIVITY,,
ISTANBUL,GRAND BAZAAR,HAS_ACTIVITY,,
ISTANBUL,KONYALI RESTAURANT,HAS_RESTAURANT,,
ISTANBUL,MEZE HOUSE,HAS_RESTAURANT,,
ISTANBUL,SULTANAHMET INN,HAS_HOTEL,,
ISTANBUL,TOPKAPI PALACE,HAS_ACTIVITY,,
ISTANBUL & CAPPADOCIA 2023,GOREME,HAS_CITY,,
ISTANBUL & CAPPADOCIA 2023,HISTORY,HAS_HIGHLIGHT,,
ISTANBUL & CAPPADOCIA 2023,ISTANBUL,HAS_CITY,,
ISTANBUL & CAPPADOCIA 2023,NATURE,HAS_HIGHLIGHT,,
ISTANBUL & CAPPADOCIA 2023,PLANE,HAS_TRANSPORT,,
ISTANBUL & CAPPADOCIA 2023,SHUTTLE,HAS_TRANSPORT,,
ISTANBUL & CAPPADOCIA 2023,TURKEY,HAS_COUNTRY,,
ISTANBUL CLASSICS 2024,CITY BREAK,HAS_HIGHLIGHT,,
ISTANBUL CLASSICS 2024,HISTORY,HAS_HIGHLIGHT,,
ISTANBUL CLASSICS 2024,ISTANBUL,HAS_CITY,,
ISTANBUL CLASSICS 2024,METRO,HAS_TRANSPORT,,
ISTANBUL CLASSICS 2024,PLANE,HAS_TRANSPORT,,
ISTANBUL CLASSICS 2024,TRAM,HAS_TRANSPORT,,
ISTANBUL CLASSICS 2024,TURKEY,HAS_COUNTRY,,
ISTANBUL HERITAGE WEEKEND 2025,CITY BREAK,HAS_HIGHLIGHT,,
ISTANBUL HERITAGE WEEKEND 2025,HISTORY,HAS_HIGHLIGHT,,
ISTANBUL HERITAGE WEEKEND 2025,ISTANBUL,HAS_CITY,,
ISTANBUL HERITAGE WEEKEND 2025,PLANE,HAS_TRANSPORT,,
ISTANBUL HERITAGE WEEKEND 2025,TRAM,HAS_TRANSPORT,,
ISTANBUL HERITAGE WEEKEND 2025,TURKEY,HAS_COUNTRY,,
ITALY CLASSICS 2024,BOAT,HAS_TRANSPORT,,
ITALY CLASSICS 2024,CULTURE,HAS_HIGHLIGHT,,
ITALY CLASSICS 2024,HISTORY,HAS_HIGHLIGHT,,
ITALY CLASSICS 2024,ITALY,HAS_COUNTRY,,
ITALY CLASSICS 2024,ROME,HAS_CITY,,
ITALY CLASSICS 2024,TRAIN,HAS_TRANSPORT,,
ITALY CLASSICS 2024,VENICE,HAS_CITY,,
Iguazu,Amanhã (Yarının Müzesi),HAS_ACTIVITY,,
Iguazu,Belediye Binası,HAS_ACTIVITY,,
Iguazu,Buenos Aires Modern Sanat Müzesi,HAS_ACTIVITY,,
Iguazu,Cape Horn,HAS_ACTIVITY,,
Iguazu,Casa Rosada,HAS_ACTIVITY,,
Iguazu,Fervor Restaurant,HAS_RESTAURANT,,
Iguazu,Iguazú Milli Parkı,HAS_ACTIVITY,,
Iguazu,Iguazú Şelaleleri,HAS_ACTIVITY,,
Iguazu,La Boca,HAS_ACTIVITY,,
Iguazu,La Cabrera Restaurant,HAS_RESTAURANT,,
Iguazu,Macuco Safarisi,HAS_ACTIVITY,,
Iguazu,Magdalena Adası,HAS_ACTIVITY,,
Iguazu,Merkez Postane,HAS_ACTIVITY,,
Iguazu,Palermo Soho,HAS_ACTIVITY,,
Iguazu,Plaza Dorrego,HAS_ACTIVITY,,
Iguazu,Plaza de Armas,HAS_ACTIVITY,,
Iguazu,Plaza de Mayo,HAS_ACTIVITY,,
Iguazu,Recoleta Mezarlığı,HAS_ACTIVITY,,
Iguazu,Recoleta Semti,HAS_ACTIVITY,,
Iguazu,Rojo Tango Gösterisi,HAS_ACTIVITY,,
Iguazu,San Telmo,HAS_ACTIVITY,,
Iguazu,Santiago Katedrali,HAS_ACTIVITY,,
Iguazu,Satyricon Restaurant,HAS_RESTAURANT,,
Iguazu,Ulusal Tarih Müzesi,HAS_ACTIVITY,,
Iguazu,Vista Chinesa,HAS_ACTIVITY,,
Inle Lake,Ananda ve Gubyaukgyi tapınakları ziyareti,HAS_ACTIVITY,,
Inle Lake,Bagan tapınakları gezisi,HAS_ACTIVITY,,
Inle Lake,Belmond Road to Mandalay Cruise,HAS_HOTEL,,
Inle Lake,Damnoen Saduak yüzen pazar ziyareti (Bangkok),HAS_ACTIVITY,,
Inle Lake,Inle Gölü gezisi,HAS_ACTIVITY,,
Inle Lake,Lacquer ware atölyesi ziyareti,HAS_ACTIVITY,,
Inle Lake,Mandalay gezisi,HAS_ACTIVITY,,
Inle Lake,Phaung Daw Oo Pagoda ziyareti,HAS_ACTIVITY,,
Inle Lake,Shwedagon Pagoda ziyareti,HAS_ACTIVITY,,
Inle Lake,Yangon şehir turu,HAS_ACTIVITY,,
Inverness,Ballindalloch Castle & Gardens,HAS_ACTIVITY,,
Inverness,Blair Castle,HAS_ACTIVITY,,
Inverness,Camera Obscura & World of Illusions,HAS_ACTIVITY,,
Inverness,Fonab Castle Hotel,HAS_HOTEL,,
Inverness,Inverness Kalesi,HAS_ACTIVITY,,
Inverness,Inverness Müzesi ve Sanat Galerisi,HAS_ACTIVITY,,
Inverness,Loch Ness,HAS_ACTIVITY,,
Inverness,Nevis Bank Inn,HAS_HOTEL,,
Inverness,Nevis Bank Inn and Browns Restaurant,HAS_RESTAURANT,,
Inverness,Rocpool Restaurant,HAS_RESTAURANT,,
Inverness,Seasgair Hotel,HAS_HOTEL,,
Inverness,St. Andrews Katedrali,HAS_ACTIVITY,,
Inverness,Strathisla Distillery,HAS_ACTIVITY,,
Inverness,The Craigellachie Hotel,HAS_HOTEL,,
Ise Shima,Akihabara gezisi,HAS_ACTIVITY,,
Ise Shima,Chiang Mai şehir turu,HAS_ACTIVITY,,
Ise Shima,Chiang Rai fil kampı ziyareti,HAS_ACTIVITY,,
Ise Shima,Golden Triangle bölgesi gezisi,HAS_ACTIVITY,,
Ise Shima,Ise Shima bölgesi gezisi,HAS_ACTIVITY,,
Ise Shima,Kyoto şehir turu,HAS_ACTIVITY,,
Ise Shima,Machiya deneyimi,HAS_ACTIVITY,,
Ise Shima,Naiku ve Geku Shinto tapınakları ziyareti,HAS_ACTIVITY,,
Ise Shima,Nishiki Pazarı ziyareti,HAS_ACTIVITY,,
Ise Shima,Phuket sahil tatili,HAS_ACTIVITY,,
Ise Shima,Senso-ji Tapınağı ve Nakamise alışveriş caddesi ziyareti,HAS_ACTIVITY,,
Ise Shima,Tokyo şehir turu,HAS_ACTIVITY,,
JAPONYA TURU 19 HAZİRAN – 5 TEMMUZ 2025,Japonya,HAS_COUNTRY,,
JAPONYA TURU 19 HAZİRAN – 5 TEMMUZ 2025,Kyoto,HAS_CITY,,
JAPONYA TURU 19 HAZİRAN – 5 TEMMUZ 2025,Naoshima,HAS_CITY,,
JAPONYA TURU 19 HAZİRAN – 5 TEMMUZ 2025,Okayama,HAS_CITY,,
JAPONYA TURU 19 HAZİRAN – 5 TEMMUZ 2025,Teshima,HAS_CITY,,
JAPONYA TURU 19 HAZİRAN – 5 TEMMUZ 2025,Tokyo,HAS_CITY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),2024-04-06,HAS_DATE_START,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),2024-04-13,HAS_DATE_END,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),Hakone,HAS_CITY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),Japonya,HAS_COUNTRY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),Kyoto,HAS_CITY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),Naoshima,HAS_CITY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),Nara,HAS_CITY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),Teshima,HAS_CITY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),Tokyo,HAS_CITY,,
JAPONYA TURU 6 – 13 NİSAN 2024 (SAFFET EMRE),İlkbahar,HAS_SEASON,,
Jaipur,Amber Fort,HAS_ACTIVITY,,
Jaipur,Amber Kalesi ziyareti,HAS_ACTIVITY,,
Jaipur,Bishnoi köyü safari gezisi,HAS_ACTIVITY,,
Jaipur,Brijrama Palace,HAS_HOTEL,,
Jaipur,Bukhara - ITC Maurya Hotel,HAS_RESTAURANT,,
Jaipur,Bundi Palace ve Chitra Shala gezisi,HAS_ACTIVITY,,
Jaipur,Chandni Chowk,HAS_ACTIVITY,,
Jaipur,City Palace - Jaipur,HAS_ACTIVITY,,
Jaipur,City Palace - Udaipur,HAS_ACTIVITY,,
Jaipur,City Palace Özel Akşam Yemeği,HAS_RESTAURANT,,
Jaipur,Crystal Gallery,HAS_ACTIVITY,,
Jaipur,Cumhurbaşkanlığı Sarayı,HAS_ACTIVITY,,
Jaipur,Delhi şehir turu,HAS_ACTIVITY,,
Jaipur,Elephanta Adası ve Trimurti heykeli ziyareti,HAS_ACTIVITY,,
Jaipur,Ganj Nehri Aarti Töreni,HAS_ACTIVITY,,
Jaipur,Hawa Mahal,HAS_ACTIVITY,,
Jaipur,Hindistan Kapısı,HAS_ACTIVITY,,
Jaipur,Humayun’un Mezarı,HAS_ACTIVITY,,
Jaipur,Humayun’un Türbesi ziyareti,HAS_ACTIVITY,,
Jaipur,Jaipur Amber Kalesi ziyareti,HAS_ACTIVITY,,
Jaipur,Jaipur City Palace gezisi,HAS_ACTIVITY,,
Jaipur,Jaipur City Palace ziyareti,HAS_ACTIVITY,,
Jaipur,Jaipur şehir turu,HAS_ACTIVITY,,
Jaipur,Jama Mescidi,HAS_ACTIVITY,,
Jaipur,Jantar Mantar,HAS_ACTIVITY,,
Jaipur,Jodhpur Mehrangarh Kalesi gezisi,HAS_ACTIVITY,,
Jaipur,Jodhpur Mehrangarh Kalesi ziyareti,HAS_ACTIVITY,,
Jaipur,Kashi Vishwanath Tapınağı,HAS_ACTIVITY,,
Jaipur,Laxmi Narayan Tapınağı,HAS_ACTIVITY,,
Jaipur,Mewar Terrace,HAS_RESTAURANT,,
Jaipur,Mumbai şehir turu,HAS_ACTIVITY,,
Jaipur,Muson Sarayı,HAS_ACTIVITY,,
Jaipur,Neelkamal Restaurant,HAS_RESTAURANT,,
Jaipur,Pichola Gölü,HAS_ACTIVITY,,
Jaipur,Rambagh Palace,HAS_HOTEL,,
Jaipur,Ranakpur Jain Tapınakları ziyareti,HAS_ACTIVITY,,
Jaipur,Ranthambore Milli Parkı’nda jeep safari,HAS_ACTIVITY,,
Jaipur,Sarnath,HAS_ACTIVITY,,
Jaipur,Spice Route,HAS_RESTAURANT,,
Jaipur,Taj Lake Palace,HAS_HOTEL,,
Jaipur,Udaipur City Palace ve göl çevresi gezisi,HAS_ACTIVITY,,
Jaipur,Udaipur City Palace ziyareti,HAS_ACTIVITY,,
Jaipur,Udaipur göl gezileri ve saray ziyareti,HAS_ACTIVITY,,
Jaipur,Udaipur göl gezisi,HAS_ACTIVITY,,
Jaipur,Udayan Terrace,HAS_RESTAURANT,,
Jaipur,Varanasi’de Ganj Nehri kıyısında Aarti töreni,HAS_ACTIVITY,,
Japonya 12 - 21 Ekim 2024,Hakone,HAS_CITY,,
Japonya 12 - 21 Ekim 2024,Japonya,HAS_COUNTRY,,
Japonya 12 - 21 Ekim 2024,Japonya,HAS_HIGHLIGHT,,
Japonya 12 - 21 Ekim 2024,Japonya içi transferler,HAS_TRANSPORT,,
Japonya 12 - 21 Ekim 2024,Kobe,HAS_CITY,,
Japonya 12 - 21 Ekim 2024,Kyoto,HAS_CITY,,
Japonya 12 - 21 Ekim 2024,Kyoto,HAS_HIGHLIGHT,,
Japonya 12 - 21 Ekim 2024,Nara,HAS_CITY,,
Japonya 12 - 21 Ekim 2024,Osaka,HAS_CITY,,
Japonya 12 - 21 Ekim 2024,Osaka,HAS_HIGHLIGHT,,
Japonya 12 - 21 Ekim 2024,Tokyo,HAS_CITY,,
Japonya 12 - 21 Ekim 2024,Tokyo,HAS_HIGHLIGHT,,
Japonya 12 - 21 Ekim 2024,İstanbul – Tokyo uçuşu (TK50),HAS_TRANSPORT,,
Jodhpur,Amber Kalesi ziyareti,HAS_ACTIVITY,,
Jodhpur,Bishnoi köyü safari gezisi,HAS_ACTIVITY,,
Jodhpur,Bundi Palace ve Chitra Shala gezisi,HAS_ACTIVITY,,
Jodhpur,Delhi şehir turu,HAS_ACTIVITY,,
Jodhpur,Elephanta Adası ve Trimurti heykeli ziyareti,HAS_ACTIVITY,,
Jodhpur,Humayun’un Türbesi ziyareti,HAS_ACTIVITY,,
Jodhpur,Jaipur Amber Kalesi ziyareti,HAS_ACTIVITY,,
Jodhpur,Jaipur City Palace gezisi,HAS_ACTIVITY,,
Jodhpur,Jaipur City Palace ziyareti,HAS_ACTIVITY,,
Jodhpur,Jodhpur Mehrangarh Kalesi gezisi,HAS_ACTIVITY,,
Jodhpur,Jodhpur Mehrangarh Kalesi ziyareti,HAS_ACTIVITY,,
Jodhpur,Mumbai şehir turu,HAS_ACTIVITY,,
Jodhpur,Ranakpur Jain Tapınakları ziyareti,HAS_ACTIVITY,,
Jodhpur,Ranthambore Milli Parkı’nda jeep safari,HAS_ACTIVITY,,
Jodhpur,Udaipur City Palace ve göl çevresi gezisi,HAS_ACTIVITY,,
Jodhpur,Udaipur City Palace ziyareti,HAS_ACTIVITY,,
Jodhpur,Udaipur göl gezisi,HAS_ACTIVITY,,
Johannesburg,Akşam safari,HAS_ACTIVITY,,
Johannesburg,Boulders Beach penguen kolonisi ziyareti,HAS_ACTIVITY,,
Johannesburg,Cape Point gezisi,HAS_ACTIVITY,,
Johannesburg,Cape Town V&A Waterfront gezisi,HAS_ACTIVITY,,
Johannesburg,Cape Town şehir turu,HAS_ACTIVITY,,
Johannesburg,Cape Town şehir turu ve çevre gezileri,HAS_ACTIVITY,,
Johannesburg,Cape Winelands bölgesi ziyareti,HAS_ACTIVITY,,
Johannesburg,Delaire Graff,HAS_RESTAURANT,,
Johannesburg,Four Seasons Hotel The Westcliff,HAS_HOTEL,,
Johannesburg,Franschhoek ve Stellenbosch şarap bağları gezisi,HAS_ACTIVITY,,
Johannesburg,Hector Pieterson Müzesi ziyareti,HAS_ACTIVITY,,
Johannesburg,Hotel Luxury King Mountain Room,HAS_HOTEL,,
Johannesburg,Iziko Müzesi ziyareti,HAS_ACTIVITY,,
Johannesburg,Johannesburg şehir turu,HAS_ACTIVITY,,
Johannesburg,Kirstenbosch Ulusal Botanik Bahçesi gezisi,HAS_ACTIVITY,,
Johannesburg,Nelson Mandela Meydanı gezisi,HAS_ACTIVITY,,
Johannesburg,Sabah ve akşam safarileri,HAS_ACTIVITY,,
Johannesburg,Sabah ve akşam safarileri (Sabi Sand Game Reserve),HAS_ACTIVITY,,
