id,name,type,date_start,date_end,price_usd,semantic_text
e0ea2913-68b0-4701-84e7-defe002981be,Vietnam & Bangkok Gezisi - Gökhan Mendi,Trip,,,1000,"25 Aralık 2024 – 03 Ocak 2025 Gökhan Mendi için Vietnam & Bangkok gezisi. İstanbul’dan TK164 ile Hanoi’ye uçuş. Hanoi’de şehir turu, Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi ve Eski Mahalle. Vintage jeep ile Westlake turu. Bhaya Cruise ile Lan Ha Bay’de tekne turu ve Thien Canh Son Cave ziyareti. Saigon şehir turu ve ardından Bangkok’ta şehir turu ve alışveriş. Hanoi’de May de Cuisine Restaurant’ta öğle yemeği planlanmıştır."
Ha Long (Lan Ha Bay),Ha Long (Lan Ha Bay),City,,,,
Bhaya Cruise (Lan Ha Bay / Ha Long),Bhaya Cruise (Lan Ha Bay / Ha Long),Hotel,,,,
"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle","Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle",Activity,,,,
Westlake bölgesi turu (vintage jeep ile),Westlake bölgesi turu (vintage jeep ile),Activity,,,,
Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu,Activity,,,,
Thien Canh Son Cave ziyareti,Thien Canh Son Cave ziyareti,Activity,,,,
Bangkok şehir turu ve alışveriş aktiviteleri,Bangkok şehir turu ve alışveriş aktiviteleri,Activity,,,,
May de Cuisine Restaurant (Hanoi),May de Cuisine Restaurant (Hanoi),Restaurant,,,,
Hanoi – Ha Long kara transferi,Hanoi – Ha Long kara transferi,Transport,,,,
Ha Long Bhaya Cruise tekne yolculuğu,Ha Long Bhaya Cruise tekne yolculuğu,Transport,,,,
Hanoi – Saigon uçuşu,Hanoi – Saigon uçuşu,Transport,,,,
Saigon – Bangkok uçuşu,Saigon – Bangkok uçuşu,Transport,,,,
Şehir içi transferler,Şehir içi transferler,Transport,,,,
Lan Ha Bay,Lan Ha Bay,Tag,,,,
Bhaya Cruise,Bhaya Cruise,Tag,,,,
May de Cuisine,May de Cuisine,Tag,,,,
79848065-c584-4906-9e91-b4f22bc839c9,Volvo EX90 Basın Seyahati - Los Angeles,Trip,,,1000,"08 – 11 Eylül 2024 Los Angeles Volvo EX90 basın seyahati. İstanbul’dan Los Angeles’a uçuş. The Resort at Pelican Hill’de konaklama. Programda Volvo EX90 sunumu ve sürüş deneyimi, Callaway Winery’de şarap tadımı ve Volvo etkinlikleri yer alıyor. Akşam yemeği Nobu Los Angeles’ta düzenlenmiştir."
Los Angeles,Los Angeles,City,,,,
Newport Beach,Newport Beach,City,,,,
The Resort at Pelican Hill,The Resort at Pelican Hill,Hotel,,,,
Volvo EX90 sunumu ve sürüş deneyimi,Volvo EX90 sunumu ve sürüş deneyimi,Activity,,,,
Callaway Winery ziyareti ve şarap tadımı,Callaway Winery ziyareti ve şarap tadımı,Activity,,,,
Volvo etkinlikleri,Volvo etkinlikleri,Activity,,,,
Nobu Los Angeles,Nobu Los Angeles,Restaurant,,,,
İstanbul – Los Angeles uçuşu,İstanbul – Los Angeles uçuşu,Transport,,,,
Los Angeles Havalimanı – otel transferi,Los Angeles Havalimanı – otel transferi,Transport,,,,
Volvo,Volvo,Tag,,,,
EX90,EX90,Tag,,,,
Pelican Hill,Pelican Hill,Tag,,,,
Nobu,Nobu,Tag,,,,
Callaway Winery,Callaway Winery,Tag,,,,
1208d228-68e8-44dc-90b6-8040016d8210,Ürdün Gezisi,Trip,,,1000,"03 – 07 Ekim 2023 Ürdün gezisi. İstanbul’dan TK816 ile Amman’a uçuş. Programda Amman şehir turu, Mount Nebo ve Madaba ziyareti, Petra Antik Kenti, Wadi Rum çöl safarisi ve Dead Sea’de dinlenme yer alıyor."
5fd45a65-3385-41c5-941c-0d9858347826,Ürdün Gezisi,Trip,,,1000,"22 – 27 Mart 2022 Ürdün gezisi. İstanbul’dan TK812 ile Amman’a uçuş. Amman şehir turu, Mount Nebo ve Madaba ziyareti, Petra Antik Kenti ve Wadi Rum çöl safarisi programın öne çıkanları."
"İstanbul – Amman uçuşu (TK812, Türk Hava Yolları)","İstanbul – Amman uçuşu (TK812, Türk Hava Yolları)",Transport,,,,
7993cc8a-506d-41ac-a24c-a66c83e42870,Marakeş 21-25 Haziran 2023,Trip,,,1000,"21–25 Haziran 2023 Marakeş gezisi. İstanbul’dan TK619 ile Marakeş’e uçuş. Marakeş şehir turu, Yves Saint Laurent Müzesi, Jardin Majorelle Bahçeleri ve Ali ibn Yusuf Medresesi ziyaretleri öne çıkıyor."
Marrakech,Marrakech,City,,,,
Fes,Fes,City,,,,
FAS,FAS,Country,,,,
Marakeş şehir gezisi,Marakeş şehir gezisi,Activity,,,,
Yves Saint Laurent Müzesi ziyareti,Yves Saint Laurent Müzesi ziyareti,Activity,,,,
Jardin Majorelle Bahçeleri gezisi,Jardin Majorelle Bahçeleri gezisi,Activity,,,,
Ali ibn Yusuf Medresesi ziyareti,Ali ibn Yusuf Medresesi ziyareti,Activity,,,,
İstanbul – Fas uçuşu,İstanbul – Fas uçuşu,Transport,,,,
Fas içi transferler,Fas içi transferler,Transport,,,,
262f9bd9-8410-47ff-8f7d-ddf2d519dfdf,Havana - Cancun 8-19 Temmuz 2022,Trip,2022-07-08,2022-07-19,2400,"08–19 Temmuz 2022 Havana & Cancun gezisi. İstanbul’dan TK183 ile Havana’ya uçuş. Havana şehir turu, Devrim Meydanı, Morro Kalesi, Hemingway’in La Finca evi, Vinales tütün tarlaları ve ardından Cancun tatili programın öne çıkanları."
Havana,Havana,City,,,,
Vinales,Vinales,City,,,,
Cancun,Cancun,City,,,,
Cuba,Cuba,Country,,,,
Hotel Manzana Kempinski,Hotel Manzana Kempinski,Hotel,,,,
Havana şehir turu,Havana şehir turu,Activity,,,,
"Havana Eski Kenti, Malecon Bulvarı, Devrim Meydanı, Colomb Mezarlığı ve Morro Kalesi gezisi","Havana Eski Kenti, Malecon Bulvarı, Devrim Meydanı, Colomb Mezarlığı ve Morro Kalesi gezisi",Activity,,,,
Floridita’da öğle yemeği ve daiquiri kokteyl tadımı,Floridita’da öğle yemeği ve daiquiri kokteyl tadımı,Activity,,,,
Jose Fuster’in sanat mahallesi ziyareti,Jose Fuster’in sanat mahallesi ziyareti,Activity,,,,
Hamel Sokağı ziyareti,Hamel Sokağı ziyareti,Activity,,,,
Rancho San Vicente restoranda öğle yemeği,Rancho San Vicente restoranda öğle yemeği,Activity,,,,
Devrim Müzesi ziyareti,Devrim Müzesi ziyareti,Activity,,,,
Hemingway’in La Finca evi ziyareti,Hemingway’in La Finca evi ziyareti,Activity,,,,
Che Guevara’nın evi ziyareti,Che Guevara’nın evi ziyareti,Activity,,,,
"Vinales şehir merkezi, tütün tarlaları ve çiftlik ziyareti","Vinales şehir merkezi, tütün tarlaları ve çiftlik ziyareti",Activity,,,,
1950’lerden kalma Amerikan arabaları ile Havana turu,1950’lerden kalma Amerikan arabaları ile Havana turu,Activity,,,,
Prado Caddesi ziyareti,Prado Caddesi ziyareti,Activity,,,,
Floridita,Floridita,Restaurant,,,,
Rancho San Vicente,Rancho San Vicente,Restaurant,,,,
İstanbul – Havana uçuşu (TK183),İstanbul – Havana uçuşu (TK183),Transport,,,,
Küba içi transferler,Küba içi transferler,Transport,,,,
da7e86f8-6912-4d73-b9ee-c6c7f372cf08,Japonya 12 - 21 Ekim 2024,Trip,,,1000,"12–21 Ekim 2024 Japonya gezisi. İstanbul’dan TK50 ile Tokyo’ya uçuş. Tokyo, Hakone, Kyoto, Nara, Kobe ve Osaka şehirleri ziyaret ediliyor. Mori Sanat Müzesi, Ashinoko Gölü, Hakone Açık Hava Müzesi, Arashiyama, Todai-ji Tapınağı, TeamLab Borderless ve Osaka Kalesi öne çıkan aktiviteler."
Kobe,Kobe,City,,,,
Osaka,Osaka,City,,,,
Hotel Tokyo Deluxe Double,Hotel Tokyo Deluxe Double,Hotel,,,,
Garrya Nijo Castle Kyoto,Garrya Nijo Castle Kyoto,Hotel,,,,
Tokyo şehir turu,Tokyo şehir turu,Activity,,,,
Mori Sanat Müzesi ve Sky Deck ziyareti,Mori Sanat Müzesi ve Sky Deck ziyareti,Activity,,,,
Ashinoko Gölü tekne turu,Ashinoko Gölü tekne turu,Activity,,,,
Hakone Açık Hava Müzesi ziyareti,Hakone Açık Hava Müzesi ziyareti,Activity,,,,
Picasso Pavilion sergisi,Picasso Pavilion sergisi,Activity,,,,
Arashiyama bölgesi ziyareti,Arashiyama bölgesi ziyareti,Activity,,,,
Todai-ji Tapınağı ziyareti,Todai-ji Tapınağı ziyareti,Activity,,,,
TeamLab Borderless ziyareti,TeamLab Borderless ziyareti,Activity,,,,
Osaka Kalesi ziyareti,Osaka Kalesi ziyareti,Activity,,,,
Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi,Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi,Activity,,,,
İstanbul – Tokyo uçuşu (TK50),İstanbul – Tokyo uçuşu (TK50),Transport,,,,
Japonya içi transferler,Japonya içi transferler,Transport,,,,
2b269e21-230e-4782-ba03-6946fcc71cf6,Güney Afrika 14-21 Kasım 2018,Trip,2018-11-14,2018-11-21,1600,"14–21 Kasım 2018 Güney Afrika gezisi. İstanbul’dan TK42 ile Johannesburg’a uçuş. Sabi Sand rezervinde sabah ve akşam safarileri, Soweto ve Nelson Mandela’nın Evi, Hector Pieterson Müzesi, Cape Town şehir turu ve Stellenbosch şarap bağları öne çıkan aktiviteler."
Soweto,Soweto,City,,,,
Sabi Sabi Game Reserve Lodge,Sabi Sabi Game Reserve Lodge,Hotel,,,,
Hotel Luxury King Mountain Room,Hotel Luxury King Mountain Room,Hotel,,,,
Sabah ve akşam safarileri (Sabi Sand Game Reserve),Sabah ve akşam safarileri (Sabi Sand Game Reserve),Activity,,,,
Soweto gezisi ve Nelson Mandela’nın Evi ziyareti,Soweto gezisi ve Nelson Mandela’nın Evi ziyareti,Activity,,,,
Hector Pieterson Müzesi ziyareti,Hector Pieterson Müzesi ziyareti,Activity,,,,
Nelson Mandela Meydanı gezisi,Nelson Mandela Meydanı gezisi,Activity,,,,
Cape Town şehir turu,Cape Town şehir turu,Activity,,,,
Stellenbosch şarap bağları gezisi,Stellenbosch şarap bağları gezisi,Activity,,,,
İstanbul – Johannesburg uçuşu (TK42),İstanbul – Johannesburg uçuşu (TK42),Transport,,,,
Güney Afrika içi transferler,Güney Afrika içi transferler,Transport,,,,
28d1cd99-a6ee-48d9-aca8-123486f07eb9,Hindistan 2024 Maide Cebi,Trip,,,1000,"16 Şubat – 2 Mart 2024 Hindistan gezisi. Delhi, Jaipur, Ranthambore, Udaipur, Jodhpur ve Mumbai şehirleri ziyaret ediliyor. Ranthambore jeep safarileri, City Palace, Amber Kalesi, Humayun’un Türbesi, Ranakpur Jain Tapınakları ve Mehrangarh Kalesi öne çıkan aktiviteler arasında."
Ranthambore,Ranthambore,City,,,,
Jodhpur,Jodhpur,City,,,,
Bombay,Bombay,City,,,,
Humayun’un Türbesi ziyareti,Humayun’un Türbesi ziyareti,Activity,,,,
Jaipur City Palace gezisi,Jaipur City Palace gezisi,Activity,,,,
Amber Kalesi ziyareti,Amber Kalesi ziyareti,Activity,,,,
Ranthambore Milli Parkı’nda jeep safari,Ranthambore Milli Parkı’nda jeep safari,Activity,,,,
Bishnoi köyü safari gezisi,Bishnoi köyü safari gezisi,Activity,,,,
Udaipur City Palace ve göl çevresi gezisi,Udaipur City Palace ve göl çevresi gezisi,Activity,,,,
Bundi Palace ve Chitra Shala gezisi,Bundi Palace ve Chitra Shala gezisi,Activity,,,,
Ranakpur Jain Tapınakları ziyareti,Ranakpur Jain Tapınakları ziyareti,Activity,,,,
Jodhpur Mehrangarh Kalesi gezisi,Jodhpur Mehrangarh Kalesi gezisi,Activity,,,,
Elephanta Adası ve Trimurti heykeli ziyareti,Elephanta Adası ve Trimurti heykeli ziyareti,Activity,,,,
Mumbai şehir turu,Mumbai şehir turu,Activity,,,,
Hindistan içi özel araç transferleri,Hindistan içi özel araç transferleri,Transport,,,,
Ranthambore jeep safarileri,Ranthambore jeep safarileri,Transport,,,,
a6677228-23e4-4678-bca6-01a7d601b912,Küba Gezisi 2022,Trip,,,1000,"2–9 Kasım 2022 Küba gezisi. İstanbul’dan TK183 ile Havana’ya uçuş. Havana şehir turu, Cienfuegos ve Trinidad ziyaretleri, Santa Clara’da Che Guevara Anıt Mezarı, Hemingway’in La Finca evi ve Vinales tütün tarlaları öne çıkan aktiviteler."
Cienfuegos,Cienfuegos,City,,,,
Trinidad,Trinidad,City,,,,
Santa Clara,Santa Clara,City,,,,
"Havana şehir turu (Eski Kent, Malecon, Devrim Meydanı, Colomb Mezarlığı, Miramar)","Havana şehir turu (Eski Kent, Malecon, Devrim Meydanı, Colomb Mezarlığı, Miramar)",Activity,,,,
Küba sokaklarında klasik Amerikan arabalarıyla gezi,Küba sokaklarında klasik Amerikan arabalarıyla gezi,Activity,,,,
"Cienfuegos şehir turu (Valle Sarayı, Jose Marti Parkı, Prado Promenade)","Cienfuegos şehir turu (Valle Sarayı, Jose Marti Parkı, Prado Promenade)",Activity,,,,
Trinidad gezisi ve La Canchanchara Bar ziyareti,Trinidad gezisi ve La Canchanchara Bar ziyareti,Activity,,,,
Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti,Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti,Activity,,,,
Vinales tütün tarlaları ve çiftlik ziyareti,Vinales tütün tarlaları ve çiftlik ziyareti,Activity,,,,
La Canchanchara,La Canchanchara,Restaurant,,,,
72fb4a3c-2f71-4cfc-adc0-a078dd0adb1e,Kolombiya - Peru 2024,Trip,,,1000,"2024 Kolombiya & Peru gezisi. Bogotá ve Cartagena şehirleri, Lima ve Cusco gezileri, Machu Picchu ziyareti programın öne çıkanları arasında."
Bogota,Bogota,City,,,,
Cartagena,Cartagena,City,,,,
Colombia,Colombia,Country,,,,
Bogotá şehir turu,Bogotá şehir turu,Activity,,,,
Cartagena eski şehir gezisi,Cartagena eski şehir gezisi,Activity,,,,
Lima şehir turu,Lima şehir turu,Activity,,,,
Cusco şehir turu,Cusco şehir turu,Activity,,,,
Machu Picchu gezisi,Machu Picchu gezisi,Activity,,,,
Uluslararası uçuşlar,Uluslararası uçuşlar,Transport,,,,
Kolombiya ve Peru iç hat uçuşları,Kolombiya ve Peru iç hat uçuşları,Transport,,,,
Şehir içi özel transferler,Şehir içi özel transferler,Transport,,,,
83a654a6-e5c3-435d-bf61-b26c285130d6,Frieze London 2023,Trip,,,1000,"07–10 Ekim 2023 Frieze London gezisi. İstanbul’dan THY 1979 seferi ile Londra’ya uçuş. Frieze Sculpture Park, Hayward Gallery ve Frieze London fuarı ziyaretleri programda yer alıyor."
LONDON,LONDON,City,,,,
Angleterre,Angleterre,Country,,,,
The Biltmore Mayfair Hotel,The Biltmore Mayfair Hotel,Hotel,,,,
Frieze Sculpture Park ziyareti,Frieze Sculpture Park ziyareti,Activity,,,,
Hayward Gallery ziyareti,Hayward Gallery ziyareti,Activity,,,,
Frieze London fuarı gezisi,Frieze London fuarı gezisi,Activity,,,,
İstanbul – Londra uçuşu (THY 1979),İstanbul – Londra uçuşu (THY 1979),Transport,,,,
Londra içi transferler,Londra içi transferler,Transport,,,,
Frieze London,Frieze London,Tag,,,,
9f3815fa-abc3-4211-806e-ec7633117f81,Gamze Çuhadaroglu PROVENCE 2022,Trip,,,1000,"2–5 Mayıs 2022 Provence gezisi. İstanbul’dan TK1367 ile Marsilya’ya uçuş. Roussillon, Gordes, Arles, Luma Müzesi, Mirabeau Caddesi ve Château La Coste ziyaretleri programın öne çıkanları."
Aix-en-Provence,Aix-en-Provence,City,,,,
Roussillon ve Gordes gezisi,Roussillon ve Gordes gezisi,Activity,,,,
Arles şehir gezisi,Arles şehir gezisi,Activity,,,,
Arles Luma Müzesi ziyareti,Arles Luma Müzesi ziyareti,Activity,,,,
Mirabeau Caddesi’nde gezinti,Mirabeau Caddesi’nde gezinti,Activity,,,,
Château La Coste şarap evi ve bahçeleri ziyareti,Château La Coste şarap evi ve bahçeleri ziyareti,Activity,,,,
Château La Coste,Château La Coste,Restaurant,,,,
İstanbul – Marsilya uçuşu (TK1367),İstanbul – Marsilya uçuşu (TK1367),Transport,,,,
Provence içi transferler,Provence içi transferler,Transport,,,,
391fe6c2-9725-4562-b1a9-351aa1b8402f,MAP Venedik Bienali 2022,Trip,,,1000,"Mayıs 2022 Venedik Bienali gezisi. İstanbul’dan THY 1867 ile Venedik’e uçuş. Ai Weiwei sergisi, Giardini ve Arsenale ana sergileri, ülke pavyonları, Palazzo Bembo sergisi ve San Marco çevresinde geziler programda. Restoran olarak Ristorante Acqua Pazza ve La Caravella öne çıkıyor."
Hotel Bauer Palazzo,Hotel Bauer Palazzo,Hotel,,,,
Ai Weiwei sergisi,Ai Weiwei sergisi,Activity,,,,
Giardini ana sergi turu,Giardini ana sergi turu,Activity,,,,
Venedik Bienali ülke pavyonları turu,Venedik Bienali ülke pavyonları turu,Activity,,,,
Arsenale ana sergi turu,Arsenale ana sergi turu,Activity,,,,
"Personal Structures, Palazzo Bembo sergisi","Personal Structures, Palazzo Bembo sergisi",Activity,,,,
La Caravella,La Caravella,Restaurant,,,,
İstanbul – Venedik uçuşu (THY 1867),İstanbul – Venedik uçuşu (THY 1867),Transport,,,,
Venedik içi deniz taksi transferleri,Venedik içi deniz taksi transferleri,Transport,,,,
1481ac24-7cf0-4ff3-af52-6eece2bdac60,MAP Barcelona Çağdaş Sanat Gezisi 2023,Trip,,,1000,"10–13 Ekim 2023 MAP Barcelona Çağdaş Sanat gezisi. İstanbul’dan Barselona’ya uçuş. MACBA, Picasso, Antoni Tàpies, Dali Müzesi, Joan Miró, Fundació Suñol gibi önemli sanat merkezleri ziyaret ediliyor. Ayrıca Xavi Bou ve Jordi Bernadó atölye ziyaretleri programda. Restoran olarak Merendero de la Mar öne çıkıyor."
Cadaques,Cadaques,City,,,,
Barcelona şehir gezisi,Barcelona şehir gezisi,Activity,,,,
MACBA - Museu d’Art Contemporani de Barcelona ziyareti,MACBA - Museu d’Art Contemporani de Barcelona ziyareti,Activity,,,,
Picasso Müzesi ziyareti,Picasso Müzesi ziyareti,Activity,,,,
Antoni Tàpies Müzesi ziyareti,Antoni Tàpies Müzesi ziyareti,Activity,,,,
La Casa de Salvador Dalí - Port Lligat gezisi,La Casa de Salvador Dalí - Port Lligat gezisi,Activity,,,,
Caixa Forum gezisi,Caixa Forum gezisi,Activity,,,,
Poble Espanyol gezisi,Poble Espanyol gezisi,Activity,,,,
Joan Miró Vakfı ziyareti,Joan Miró Vakfı ziyareti,Activity,,,,
Fundació Suñol ziyareti,Fundació Suñol ziyareti,Activity,,,,
Dali Müzesi ziyareti,Dali Müzesi ziyareti,Activity,,,,
Xavi Bou Atölye ziyareti,Xavi Bou Atölye ziyareti,Activity,,,,
Jordi Bernadó Atölye ziyareti,Jordi Bernadó Atölye ziyareti,Activity,,,,
James Turrell enstalasyonu ziyareti,James Turrell enstalasyonu ziyareti,Activity,,,,
Merendero de la Mar,Merendero de la Mar,Restaurant,,,,
İstanbul – Barselona uçuşu,İstanbul – Barselona uçuşu,Transport,,,,
Barselona içi transferler,Barselona içi transferler,Transport,,,,
Çağdaş Sanat,Çağdaş Sanat,Tag,,,,
639c8bf4-b673-48b5-95a1-9415dcf26715,MAP Provence Program 31 Mart - 3 Nisan 2023,Trip,,,1000,"31 Mart – 3 Nisan 2023 Provence gezisi. İstanbul’dan TK1365 ile Marsilya’ya uçuş. Arles Luma Müzesi, Fondation Vincent van Gogh, Mucem, Atelier de Cezanne, Palais des Papes, Saint-Paul de Mausole ve Carrières de Lumières ziyaretleri. Restoran olarak La Luma Drum Cafe ve Les Deux Garçons öne çıkıyor."
Saint-Remy-de-Provence,Saint-Remy-de-Provence,City,,,,
Château La Coste sanat ve mimari gezisi,Château La Coste sanat ve mimari gezisi,Activity,,,,
Fondation Vincent van Gogh Arles ziyareti,Fondation Vincent van Gogh Arles ziyareti,Activity,,,,
Mucem Müzesi ziyareti,Mucem Müzesi ziyareti,Activity,,,,
Atelier de Cezanne ziyareti,Atelier de Cezanne ziyareti,Activity,,,,
Palais des Papes ziyareti,Palais des Papes ziyareti,Activity,,,,
Saint-Paul de Mausole ziyareti,Saint-Paul de Mausole ziyareti,Activity,,,,
Carrières de Lumières ziyareti,Carrières de Lumières ziyareti,Activity,,,,
Les Deux Garçons’da kahve molası,Les Deux Garçons’da kahve molası,Activity,,,,
La Luma Drum Cafe,La Luma Drum Cafe,Restaurant,,,,
Les Deux Garçons,Les Deux Garçons,Restaurant,,,,
İstanbul – Marsilya uçuşu (TK1365),İstanbul – Marsilya uçuşu (TK1365),Transport,,,,
0f9d9903-1f1b-43f8-a9f8-445a4868d4d3,Jules Verne - 2 Ladies - Japan - March 2024,Trip,,,1000,"Mart 2024 Japonya gezisi. Tokyo, Kyoto, Naoshima ve Teshima ziyaretleri. Arashiyama Bamboo Grove, Fushimi Inari Tapınağı ve Naoshima-Teshima sanat adaları öne çıkan aktiviteler."
Arashiyama Bamboo Grove ziyareti,Arashiyama Bamboo Grove ziyareti,Activity,,,,
Fushimi Inari Tapınağı ziyareti,Fushimi Inari Tapınağı ziyareti,Activity,,,,
Naoshima & Teshima sanat adaları gezisi,Naoshima & Teshima sanat adaları gezisi,Activity,,,,
fbca954d-7e81-4059-9936-bf5b88f0ed19,Lofoten Islands - Version 2.0,Trip,,,1000,"24–31 Temmuz 2024 Norveç Lofoten Adaları gezisi. İstanbul’dan Oslo aktarmalı Svolvær uçuşu. Midnight Sun Safari, Sea Eagle Safari, Henningsvær ve Svolvær gezileri, rehberli hiking, Å köyü ve kayaking turları öne çıkıyor. Restoran olarak Nyvågar öne çıkıyor."
Henningsvaer,Henningsvaer,City,,,,
Svolvær,Svolvær,City,,,,
Reine,Reine,City,,,,
Å,Å,City,,,,
Midnight Sun Safari,Midnight Sun Safari,Activity,,,,
Sea Eagle RIB Boat Safari,Sea Eagle RIB Boat Safari,Activity,,,,
Henningsvær gezisi,Henningsvær gezisi,Activity,,,,
Svolvær gezisi,Svolvær gezisi,Activity,,,,
Rehberli hiking ve çevre gezisi,Rehberli hiking ve çevre gezisi,Activity,,,,
Å köyü gezisi,Å köyü gezisi,Activity,,,,
Kayaking özel turu,Kayaking özel turu,Activity,,,,
Restaurant Nyvågar,Restaurant Nyvågar,Restaurant,,,,
İstanbul – Oslo – Svolvær uçuşu,İstanbul – Oslo – Svolvær uçuşu,Transport,,,,
Norveç içi transferler,Norveç içi transferler,Transport,,,,
Lofoten,Lofoten,Tag,,,,
4bba6d04-b1a8-4338-8e56-c6f0f80d33f0,Güney Afrika 22-30 Ocak,Trip,2025-01-22,2025-01-30,1800,"22–30 Ocak 2025 Güney Afrika gezisi. İstanbul’dan TK44 ile Cape Town’a uçuş. Safari deneyimleri, Cape Town şehir turu, Kirstenbosch Botanik Bahçesi, Stellenbosch şarap bağları ve Cape Winelands öne çıkan aktiviteler arasında."
Marataba,Marataba,City,,,,
Öğleden sonra safari,Öğleden sonra safari,Activity,,,,
Tam gün safari,Tam gün safari,Activity,,,,
Kirstenbosch Ulusal Botanik Bahçesi gezisi,Kirstenbosch Ulusal Botanik Bahçesi gezisi,Activity,,,,
Stellenbosch şarap bağları turu,Stellenbosch şarap bağları turu,Activity,,,,
Cape Winelands bölgesi ziyareti,Cape Winelands bölgesi ziyareti,Activity,,,,
İstanbul – Cape Town uçuşu (TK44),İstanbul – Cape Town uçuşu (TK44),Transport,,,,
Güney Afrika içi araç kiralama ve transferler,Güney Afrika içi araç kiralama ve transferler,Transport,,,,
45bebdbd-b9a5-4978-b96b-29771aa07417,Mardin 13-15 Ekim 2023,Trip,,,1000,"13–15 Ekim 2023 Mardin gezisi. İstanbul’dan TK2674 ile Mardin’e uçuş. Mardin şehir turu, Sakıp Sabancı Müzesi, Zinciriye ve Kasımiye Medreseleri, Deyrulzafaran ve Mor Gabriel Manastırları, Midyat gezisi öne çıkan aktiviteler."
Mardin,Mardin,City,,,,
Midyad,Midyad,City,,,,
Mardin şehir turu,Mardin şehir turu,Activity,,,,
Sakıp Sabancı Müzesi ziyareti,Sakıp Sabancı Müzesi ziyareti,Activity,,,,
Eski PTT Binası gezisi,Eski PTT Binası gezisi,Activity,,,,
Eski Mardin Evleri ve Abbara tünelleri gezisi,Eski Mardin Evleri ve Abbara tünelleri gezisi,Activity,,,,
Zinciriye Medresesi ziyareti,Zinciriye Medresesi ziyareti,Activity,,,,
Kültür Sokağı ve Uçurtma Atölyesi gezisi,Kültür Sokağı ve Uçurtma Atölyesi gezisi,Activity,,,,
Ulu Camii ziyareti,Ulu Camii ziyareti,Activity,,,,
Deyrulzafaran Manastırı ziyareti,Deyrulzafaran Manastırı ziyareti,Activity,,,,
Kasımiye Medresesi ziyareti,Kasımiye Medresesi ziyareti,Activity,,,,
Midyat şehir turu,Midyat şehir turu,Activity,,,,
Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti,Midyat Devlet Konukevi ve Gümüşçüler Çarşısı ziyareti,Activity,,,,
Mor Gabriel Manastırı ziyareti,Mor Gabriel Manastırı ziyareti,Activity,,,,
İstanbul – Mardin uçuşu (TK2674),İstanbul – Mardin uçuşu (TK2674),Transport,,,,
Mardin içi transferler,Mardin içi transferler,Transport,,,,
94287706-6033-449d-a1e7-d53c0d01c8b5,Meksika 06-16 Aralık 2023,Trip,2023-12-06,2023-12-16,2200,"06–16 Aralık 2023 Meksika gezisi. İstanbul’dan TK184 ile Mexico City’ye uçuş. Mexico City şehir turu, Ulusal Saray, Zócalo, Metropolitan Katedrali, Frida Kahlo Müzesi, Xochimilco, Mérida şehir turu, San Ildefonso Katedrali, Casa Montejo, Yucatan Valilik Sarayı ve Chichen-Itza ziyaretleri öne çıkanlar arasında."
Tulum,Tulum,City,,,,
Hotel Rosas,Hotel Rosas,Hotel,,,,
Mexico City şehir turu,Mexico City şehir turu,Activity,,,,
Ulusal Saray ve Diego Rivera duvar resimleri ziyareti,Ulusal Saray ve Diego Rivera duvar resimleri ziyareti,Activity,,,,
Zócalo ve Metropolitan Katedrali ziyareti,Zócalo ve Metropolitan Katedrali ziyareti,Activity,,,,
Xochimilco yüzen bahçeleri gezisi,Xochimilco yüzen bahçeleri gezisi,Activity,,,,
Coyoacan köyü ziyareti,Coyoacan köyü ziyareti,Activity,,,,
Frida Kahlo Müzesi ziyareti,Frida Kahlo Müzesi ziyareti,Activity,,,,
Mérida şehir turu,Mérida şehir turu,Activity,,,,
San Ildefonso Katedrali ziyareti,San Ildefonso Katedrali ziyareti,Activity,,,,
Casa Montejo ziyareti,Casa Montejo ziyareti,Activity,,,,
Yucatan Valilik Sarayı duvar resimleri ziyareti,Yucatan Valilik Sarayı duvar resimleri ziyareti,Activity,,,,
Chichen-Itza arkeolojik alanı ziyareti,Chichen-Itza arkeolojik alanı ziyareti,Activity,,,,
İstanbul – Mexico City uçuşu (TK184),İstanbul – Mexico City uçuşu (TK184),Transport,,,,
Meksika içi transferler,Meksika içi transferler,Transport,,,,
125ab7cb-62ad-4eb7-9798-e64b51df896c,Mendi Family - Kenya 25-29 Aralık,Trip,2025-12-25,2025-12-29,1000,"25–29 Aralık 2023 Kenya gezisi. İstanbul’dan TK607 ile Nairobi’ye uçuş, ardından Air Kenya ile Masai Mara’ya geçiş. Masai Mara’da sabah ve akşam safarileri, Karen Blixen Müzesi ve Giraffe Centre ziyaretleri programda yer alıyor."
